Customer_ID,SSN,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance
CUS_0x81e2,662-55-6547,6484.56,7,4,13,2,7,12,16.65,4,Standard,417.62,36.87464922,17.25,Yes,105.684175,154.7046191,High_spent_Large_value_payments,628.0672059
CUS_0x6d6e,310-72-8518,9641.48,1,6,9,4,1,1,1.54,1,Good,1084.96,31.07957114,23.25,No,245.0136839,227.0906111,High_spent_Large_value_payments,732.043705
CUS_0x440,144-45-0895,1095.9175,7,7,34,5,36,22,11.43,6,Standard,1568.49,38.10319004,5.333333333,Yes,37.90425467,53.11864047,Low_spent_Medium_value_payments,298.5688549
CUS_0xaffc,104-15-4430,2340.412777,4,6,11,0,18,2,5.38,0,Good,1227.94,37.79016931,27.66666667,No,314.0655567,183.7467885,Low_spent_Large_value_payments,351.7010449
CUS_0x1107,118-70-6277,2338.73,7,9,21,8,41,0,2.46,11,Bad,2717.85,35.05971732,0.666666667,Yes,155.779989,294.3660021,Low_spent_Small_value_payments,73.72700892
CUS_0x182d,344-73-9102,1721.569167,9,8,20,9,35,22,27.73,13,Bad,4734.1,21.94590435,6.416666667,Yes,72.26871929,139.3277731,Low_spent_Small_value_payments,250.5604242
CUS_0x735,542-75-5761,3558.7075,7,10,31,7,39,21,0,7,Bad,4914.02,26.19853008,2.25,Yes,263.4991053,126.1858579,High_spent_Large_value_payments,308.0961455
CUS_0x453a,938-41-8427,1937.579167,7,5,13,4,13,17,10.18,5,Standard,1170.58,33.29301909,6,Yes,62.25704179,117.631146,Low_spent_Medium_value_payments,293.8697289
CUS_0xbb23,345-90-0825,4527.145,7,7,33,7,58,15,3.65,9,Bad,3665.2,25.18651891,4.166666667,Yes,246.0006864,150.884013,High_spent_Medium_value_payments,305.8298005
CUS_0x1938,059-09-5779,2834.454167,4,3,8,0,21,15,11.45,5,Good,650.3,24.03355186,33.16666667,No,0,186.3702974,Low_spent_Small_value_payments,387.0751193
CUS_0xb583,035-00-5411,2824.335,1,1,8,3,6,2,5.91,2,Good,178.65,35.85055069,29.83333333,No,61.64205859,170.8402944,Low_spent_Medium_value_payments,329.951147
CUS_0xc173,419-53-1975,3657.263333,6,9,19,5,28,22,29.12,10,Bad,2791.95,33.76686748,6,Yes,137.7794957,179.1915684,High_spent_Small_value_payments,308.7552692
CUS_0x9b35,121-05-2056,6322.633333,2,3,1,4,1,0,6.45,2,Good,1082.42,37.38278239,19.16666667,No,214.2405519,246.8851115,High_spent_Medium_value_payments,421.1376699
CUS_0x54d7,052-22-1460,10174.8125,1,3,6,1,14,3,11.27,2,Good,489.86,44.33083064,16.75,No,71.19272657,234.5930271,High_spent_Large_value_payments,951.6954963
CUS_0x59dd,231-64-8594,1828.206667,6,3,10,3,10,16,5.58,1,Standard,482.47,31.42403836,21.08333333,No,40.23889895,25.89555442,High_spent_Medium_value_payments,366.6862133
CUS_0x31ef,044-22-3761,831.99375,9,5,15,5,45,19,18.84,11,Standard,2619.81,28.2494926,17.75,Yes,31.00373228,20.58556802,High_spent_Medium_value_payments,281.6100747
CUS_0xb3f4,553-09-5457,5159.18,5,7,20,3,21,16,14.64,6,Standard,1350.67,36.64154406,10.08333333,Yes,143.1834601,398.1047473,Low_spent_Large_value_payments,244.6297926
CUS_0x839e,378-13-1593,959.34625,4,6,4,3,19,12,10.46,1,Standard,883.9,31.00905164,30.75,No,24.7128286,82.59801739,Low_spent_Medium_value_payments,268.623779
CUS_0xa495,846-74-5800,1881.235,1,5,4,1,0,13,4.5,4,Good,246.86,32.58534017,24.83333333,No,14.43114591,177.2966926,Low_spent_Small_value_payments,286.3956614
CUS_0x18be,484-89-8097,517.4583333,9,7,29,5,18,20,2.92,10,Bad,1685.82,24.38937046,19.58333333,Yes,28.7063974,0,Low_spent_Small_value_payments,273.3084505
CUS_0x41ac,051-82-4680,3993.499167,2,3,8,1,13,11,9.24,3,Good,191.55,38.46799142,24.33333333,No,20.33094567,110.2114573,High_spent_Medium_value_payments,518.8075137
CUS_0xb863,#F%$D@*&8,1892.049167,6,7,7,4,13,20,3.41,4,Standard,1216.75,30.07378402,16.41666667,Yes,56.05876752,79.7197853,High_spent_Medium_value_payments,303.4263638
CUS_0x1a9f,391-61-3109,696.5683333,10,7,18,5,34,8,18.18,11,Standard,2089.58,32.68447082,8.333333333,Yes,23.83120524,48.64865529,Low_spent_Small_value_payments,287.1769728
CUS_0x9322,091-65-5683,7504.455,2,4,5,0,10,3,8.24,6,Good,794.53,27.33847052,24.91666667,No,0,81.83307341,High_spent_Large_value_payments,908.6124266
CUS_0x757d,522-28-0477,1409.944167,6,8,19,6,28,15,28.61,6,Bad,4933.09,40.03515824,13.75,Yes,57.47630699,53.95466919,High_spent_Medium_value_payments,279.5634405
CUS_0x165b,639-95-8108,11947.12,5,4,13,0,26,16,17.99,9,Standard,1413.48,34.26703637,16.66666667,Yes,0,635.8366539,High_spent_Medium_value_payments,1262.827641
CUS_0xb8b3,772-67-3885,2302.733333,7,8,25,7,23,20,17.63,8,Bad,4147.65,38.76264525,12.33333333,Yes,92.73598495,86.96438837,Low_spent_Large_value_payments,294.448194
CUS_0x8757,884-33-5995,887.9733798,7,5,21,3,12,17,10.54,11,Standard,2039.68,32.05043509,10.41666667,Yes,51.74382561,92.12859814,Low_spent_Medium_value_payments,259.1784048
CUS_0x21a3,185-07-6882,1233.2475,6,9,33,9,54,27,28.93,10,Bad,3183.68,33.36842128,9.75,Yes,126.7101788,113.2480964,Low_spent_Small_value_payments,173.3664748
CUS_0x65e9,083-42-9959,6973.085,3,4,7,2,7,18,8.11,4,Standard,211.88,43.5979907,24.75,No,69.3798369,175.4055051,High_spent_Medium_value_payments,702.523158
CUS_0x2ed4,766-84-9205,4544.465,2,7,5,3,11,1,5.79,0,Good,703.18,25.60711024,30.16666667,No,128.5177712,227.3204222,High_spent_Small_value_payments,358.6083066
CUS_0xbfa1,#F%$D@*&8,6841.420287,7,4,8,0,6,20,6.65,4,Good,426.31,42.03647557,23.16666667,No,1113.719713,212.7371455,Low_spent_Medium_value_payments,862.7768545
CUS_0x5604,358-38-0974,4901.92,9,5,17,8,32,14,6.78,12,Bad,1450.16,31.83046631,14.91666667,Yes,210.6412025,495.0865276,Low_spent_Small_value_payments,74.46426996
CUS_0x3cc6,127-68-0039,955.60875,7,9,34,5,40,16,2.05,7,Bad,4072.2,24.67240054,4.166666667,Yes,42.45041549,85.7503067,Low_spent_Medium_value_payments,247.3601528
CUS_0x5f37,472-20-2423,2742.116667,8,5,29,6,41,22,9.62,8,Bad,4607.43,32.35324624,8.916666667,Yes,96.31286263,160.5427089,Low_spent_Large_value_payments,284.6853624
CUS_0x57a1,189-61-8704,7250.881667,2,7,1,0,9,6,5.57,1,Good,261.29,25.48975692,31.16666667,No,649.8205433,540.40893,Low_spent_Medium_value_payments,464.6792366
CUS_0x20f8,252-54-0732,7176.955,6,4,15,1,26,17,4.34,1,Standard,510.1,36.28918462,23.58333333,No,68.80725449,115.4139474,High_spent_Medium_value_payments,783.4742981
CUS_0x7b14,650-65-4429,1037.8975,3,7,3,3,4,0,7.44,3,Good,412.48,23.83156235,28.66666667,No,32.85191954,44.83451384,Low_spent_Small_value_payments,316.1033166
CUS_0x1fbb,891-52-4114,6078.743333,7,6,16,6,50,24,4.67,11,Bad,1260.11,37.41221897,5.166666667,Yes,232.8516525,149.2745209,High_spent_Medium_value_payments,475.74816
CUS_0x622c,159-23-1271,2654.8825,5,5,16,3,15,0,10.14,2,Standard,104.41,32.58776963,27,No,85.658795,97.39286875,High_spent_Small_value_payments,342.4365862
CUS_0xafc0,384-48-8170,6520.255,5,5,6,4,6,7,10.37,6,Standard,25.71,42.01494016,16.66666667,Yes,244.9096165,298.5335445,High_spent_Large_value_payments,501.288775
CUS_0x7906,277-33-1379,2863.345833,5,3,3,2,2,5,8.23,1,Good,355.11,31.01824519,18.25,No,42.41284562,182.2277411,High_spent_Small_value_payments,321.6939966
CUS_0x26d4,331-38-2680,662.09375,8,8,34,5,40,18,6.3,8,Bad,1558.02,34.52697899,10.75,Yes,26.81750394,72.04241637,Low_spent_Small_value_payments,257.3494547
CUS_0x38a4,276-77-9532,2597.59,7,3,10,2,17,17,9.65,3,Standard,300.7,38.3678554,31,Yes,29.60368126,126.5833385,High_spent_Small_value_payments,363.5719803
CUS_0x4c8c,696-64-9504,994.4958247,7,8,19,2,28,18,1.86,12,Bad,2672.31,40.47639635,11.08333333,Yes,20.289966,83.5214383,Low_spent_Small_value_payments,297.2247624
CUS_0x8b2d,780-27-2905,6224.731667,8,7,11,3,5,18,13.54,8,Standard,1457.45,31.61327511,19.41666667,Yes,150.5598197,170.5796962,High_spent_Medium_value_payments,551.3336507
CUS_0x427b,599-92-0806,4039.5375,8,8,17,5,31,18,24.87,12,Bad,3088.85,32.54660005,0.25,Yes,112.2037033,218.0474992,High_spent_Large_value_payments,466.3395243
CUS_0x5e44,324-95-7058,2162.428333,2,5,1,0,12,6,1.8,4,Good,1214.42,27.11316835,22.66666667,No,0,183.5829832,Low_spent_Small_value_payments,322.6598502
CUS_0xae9b,580-64-1142,1713.849583,0,4,8,2,3,2,5.23,2,Good,62.75,28.1592834,33,No,20.05047356,118.6186444,Low_spent_Small_value_payments,322.7158404
CUS_0x2daf,023-84-7652,3882.8725,3,4,19,2,7,18,15.01,5,Standard,1401.86,36.02624922,17.16666667,Yes,71.75087621,153.1563288,High_spent_Medium_value_payments,442.2107794
CUS_0x49d5,373-75-0180,4249.57,7,10,34,5,51,19,18.23,8,Bad,1921.03,39.77073099,10.08333333,Yes,178.7834235,36.46081622,High_spent_Large_value_payments,449.7127602
CUS_0x1182,117-62-4809,14648.74,5,7,12,4,4,7.571428571,4.01,6,Good,433.68,32.45597628,16.91666667,No,1169.809116,980.6333065,Low_spent_Medium_value_payments,462.3969365
CUS_0x9228,907-49-9321,6416.3375,3,3,8,3,30,9,11.36,6,Standard,199.04,28.11303934,8.5,Yes,161.4996802,635.7592504,Low_spent_Small_value_payments,134.3748194
CUS_0x7f08,597-26-2038,829.9135225,8,7,33,5,21,16,17.5,6,Standard,1416.74,26.11105294,6.916666667,Yes,100.782846,78.56020622,Low_spent_Small_value_payments,273.007592
CUS_0xaa6e,200-22-4622,1634.404167,6,6,23,9,55,0,23.03,11,Bad,3825.77,31.49930549,11.41666667,Yes,128.1553485,105.1844538,Low_spent_Medium_value_payments,157.0257891
CUS_0x1367,434-08-1310,11708.29333,0,5,12,3,13,13,7.45,0,Good,462.69,31.33549663,20.66666667,No,308.4094298,410.1421384,High_spent_Medium_value_payments,702.2777651
CUS_0xa6bd,871-70-7348,6055.0225,4,6,12,6,7,8,14.25,8,Standard,1266.19,23.52186571,5.416666667,Yes,208.996781,148.2083869,High_spent_Large_value_payments,488.2970821
CUS_0x68bb,565-48-2416,8591.07,2,4,9,2,0,6,4.86,3,Good,256,38.31056307,32.25,No,119.1377279,146.5358001,High_spent_Large_value_payments,833.433472
CUS_0x8b3,#F%$D@*&8,2475.776667,2,4,11,1,2,0,8.94,0,Good,22.88,37.35657559,26.25,No,22.77535553,97.49771085,Low_spent_Large_value_payments,377.3046003
CUS_0xa7d4,363-17-2182,10918.025,5,4,3,2,19,2,1.61,1,Good,36.46,33.58359653,20.16666667,No,130.1041062,889.3309145,Low_spent_Small_value_payments,362.3674793
CUS_0x96f7,531-78-9628,1111.329223,1,3,11,0,13,1,5.31,1,Good,217.92,32.19809205,23.66666667,No,0,42.44906767,High_spent_Medium_value_payments,328.5213907
CUS_0x5369,111-17-8056,2100.265,8,4,9,3,12,9,9.05,6,Standard,69.74,32.85165459,33.08333333,Yes,64.20245915,45.57873227,High_spent_Large_value_payments,340.2453086
CUS_0xbcfa,556-18-4640,4693.883333,8,7,34,7,34,23,12.25,12,Bad,3603.27,32.63011462,2.916666667,Yes,212.1844454,190.928089,High_spent_Small_value_payments,326.2757989
CUS_0x4e53,174-15-1334,3535.711667,3,6,1,1,13,10,3.73,1,Standard,127.38,28.53994677,19.08333333,No,20.83545848,272.8773579,Low_spent_Large_value_payments,329.8583503
CUS_0x22d0,156-11-2163,2591.3475,3,4,18,4,30,12,9.9,7,Standard,597.44,35.75099817,14.41666667,Yes,57.18198799,113.3639014,Low_spent_Medium_value_payments,270.5395594
CUS_0x442e,549-81-5604,2976.435,4,5,14,2,21,0,2.9,6,Standard,1911.65,25.13289703,11,Yes,56.04252061,87.40962397,High_spent_Medium_value_payments,404.1913554
CUS_0x4c2,068-99-0027,1440.140833,6,7,5,4,23,9,11.56,5,Standard,1135.31,26.3135074,17.75,Yes,47.59909906,92.60136502,Low_spent_Small_value_payments,283.8136193
CUS_0x936d,703-48-3482,8074.465,1,5,10,2,13,2.714285714,18.59,3,Good,1023.93,40.02644211,20.58333333,No,100.1634659,551.2937015,Low_spent_Small_value_payments,445.9893326
CUS_0xa6e,219-05-9236,7098.993333,4,5,18,2,27,11,10.59,7,Standard,171.45,32.19726071,12.66666667,Yes,118.064832,234.2561816,High_spent_Large_value_payments,650.1242917
CUS_0xa72,511-39-3582,1679.055833,9,9,17,7,49,21,26.96,11,Bad,2971.91,36.61368004,5.916666667,Yes,66.81100361,40.24157459,High_spent_Medium_value_payments,310.8530051
CUS_0x1252,938-09-5300,2970.405833,4,6,4,4,7,11,10.89,1,Good,187.64,34.62397789,20.58333333,No,100.0843179,63.7941407,High_spent_Large_value_payments,373.1621247
CUS_0xbaa6,062-43-3431,467.2304167,6,8,15,8,30,19,26.54,9,Bad,2750.88,29.33902644,10.5,Yes,29.49326117,11.07840539,High_spent_Large_value_payments,246.1513751
CUS_0xb340,059-35-4671,428.9241667,4,6,18,2,28,0,7.5,9,Standard,2069.3,23.87656831,15.41666667,Yes,8.756593493,31.21837194,Low_spent_Medium_value_payments,282.9174512
CUS_0xa1f1,907-78-2343,1904.738333,7,7,17,0,10,11,0,2,Standard,3.74,25.22215011,25.91666667,Yes,0,95.31230407,Low_spent_Small_value_payments,385.1615293
CUS_0x2a8c,180-05-9282,1480.365,6,10,30,5,21,18,17.34,7,Bad,4624.73,35.93333223,7.416666667,Yes,49.36071018,60.4971783,Low_spent_Medium_value_payments,318.1786115
CUS_0xacd7,171-88-1771,1213.419167,8,10,30,9,21,20,0.6,9,Bad,1574,34.08298054,19,Yes,60.44515193,107.9651232,Low_spent_Small_value_payments,242.9316416
CUS_0x7be,706-58-3472,1688.198333,3,7,4,1,8,0,0,2,Good,1229.84,32.03787667,24.08333333,No,10.17939375,179.3231191,Low_spent_Small_value_payments,269.3173205
CUS_0x4cb5,762-98-8448,3593.222193,5,7,15,7,18,8,16.99,7,Standard,228.04,29.45742301,7.25,Yes,586.2382653,274.6373336,Low_spent_Large_value_payments,177.6662078
CUS_0xa4f6,606-38-9646,1075.212083,6,7,2,1,16,18,8.03,4,Good,931.16,32.68384731,26.16666667,No,9.433937794,97.80665886,Low_spent_Small_value_payments,290.2806117
CUS_0x657e,945-22-8389,4788.776667,7,6,5,0,25,19,11.7,4,Good,994.27,30.41541088,17.5,No,0,85.93167973,High_spent_Large_value_payments,632.9459869
CUS_0x18c9,108-93-2981,2760.596667,0,7,5,1,1,12,2.46,1,Good,854.72,26.95752301,21.16666667,No,23.72277458,113.2922917,Low_spent_Small_value_payments,180.2769597
CUS_0x8ce,504-18-6493,2459.06,8,6,22,5,24,20,17.59,11,Bad,2545.04,35.73480101,13,Yes,98.63463842,163.8689559,Low_spent_Large_value_payments,253.4024057
CUS_0x32d1,173-69-9224,4943.6025,8,6,17,4,22,11,17.98,7,Standard,1896.36,35.97632064,14.75,Yes,109.7203506,73.894537,High_spent_Medium_value_payments,560.7453624
CUS_0x81d3,939-81-7581,8976.396667,7,5,13,0,29,18,19.75,6,Standard,261.78,38.94883816,22.66666667,Yes,0,572.6801561,Low_spent_Small_value_payments,614.9595105
CUS_0x7ae,956-28-1881,7483.548333,3,7,11,4,15,11,3.97,3,Good,53.4,31.84458505,16.16666667,No,263.655491,252.9505455,High_spent_Medium_value_payments,481.7487969
CUS_0x1676,408-02-4990,10520.7,5,5,7,2,12,9,2.82,1,Good,529.84,40.58796623,29.41666667,No,164.0140823,197.8994829,High_spent_Large_value_payments,930.1564348
CUS_0x558e,351-09-5113,2611.245,5,3,5,0,10,8,11.73,2,Good,1292.55,32.73064464,25.66666667,No,0,58.81778183,High_spent_Small_value_payments,462.3067182
CUS_0x435a,295-35-0003,3327.598333,4,2,12,2,0,5,5,2,Good,725.53,31.00028576,31.91666667,No,42.46857923,216.2054765,Low_spent_Small_value_payments,364.0857776
CUS_0x6908,979-88-4689,1147.6225,7,7,19,3,20,13,13.68,5,Standard,939.63,26.24713112,19.83333333,Yes,21.51545313,77.46365635,High_spent_Small_value_payments,275.7831405
CUS_0x9853,355-95-9543,11193.77,3,5,7,1,13,1,11.35,4,Good,1473.37,30.52837872,33,No,67.30924983,344.3762479,Low_spent_Medium_value_payments,987.6915023
CUS_0x2363,380-39-9684,3011.8825,2,3,10,2,4,0,15.63,1,Good,298.09,30.34009069,26.75,No,38.45595247,299.4337633,High_spent_Medium_value_payments,253.2985342
CUS_0x47e,821-33-2218,2953.63,3,4,5,0,19,8,7.4,2,Good,819.48,37.26629928,27.25,No,0,287.0172234,Low_spent_Small_value_payments,298.3457766
CUS_0xa7a4,448-37-5187,1716.879167,3,7,15,0,10,16,17.3,1,Standard,36.36,36.26129901,22.16666667,Yes,0,31.77379918,High_spent_Medium_value_payments,389.9141175
CUS_0xbe14,045-24-1440,1087.153659,3,6,15,0,6,16,15.91,4,Standard,566.98,38.46077371,26.5,Yes,131.1338407,32.5532531,High_spent_Medium_value_payments,339.2754969
CUS_0xb01f,#F%$D@*&8,2444.059167,4,7,12,1,3,9,8.79,2,Good,24.57,25.09527708,27.91666667,No,13.79706265,114.6253316,Low_spent_Small_value_payments,405.9835224
CUS_0x9c1f,818-95-8183,4665.8675,6,9,17,9,29,20,1.53,12,Bad,3911.65,25.34135774,4.416666667,Yes,320.4510878,149.4550574,High_spent_Medium_value_payments,246.6806049
CUS_0x6080,773-11-0687,1563.674167,4,3,6,0,13,7,0.4,4,Good,727.41,36.2371788,32.08333333,No,0,168.5779064,Low_spent_Small_value_payments,277.7895103
CUS_0xa20f,042-35-5864,2003.288333,1,1,12,4,1,7,6.39,2,Good,1370.17,22.23814774,21.5,No,56.52993708,102.6117441,High_spent_Small_value_payments,301.1871521
CUS_0x1fdc,896-78-0268,973.4416667,8,3,23,2,10,9,16.02,12,Standard,1281.77,38.30737727,18.16666667,Yes,19.79281109,48.64885608,Low_spent_Small_value_payments,318.9024995
CUS_0xf91,856-43-1180,8167.37,1,3,8,1,20,11,0.52,4,Good,405.45,28.529662,28.08333333,No,77.28494292,231.1741855,High_spent_Medium_value_payments,758.2778716
CUS_0x5f97,568-79-7786,1868.235833,6,6,8,2,18,21,2.25,1,Good,266.33,30.7029339,22.83333333,No,33.25945351,143.9252627,Low_spent_Large_value_payments,279.6388672
CUS_0x2d94,525-03-2473,1531.994167,2,3,1,0,14,6,3.09,0,Good,1385.49,24.32597604,25.41666667,No,0,106.606023,High_spent_Small_value_payments,306.5933937
CUS_0x603b,762-33-3215,7336.866667,3,4,15,4,27,16,10.25,0,Standard,156.11,33.59745318,20.08333333,No,210.5760447,629.5979578,Low_spent_Large_value_payments,163.5126642
CUS_0x7963,820-04-5244,3534.393333,4,2,9,0,0,1,5.98,3,Good,1482.22,36.93113789,26.66666667,No,0,265.8687721,Low_spent_Medium_value_payments,367.5705613
CUS_0x56f,451-16-8531,4006.44,6,4,4,3,27,19,1.57,4,Good,1279.96,27.86363813,27.83333333,No,80.89486248,59.98899606,High_spent_Medium_value_payments,509.7601415
CUS_0x1b1a,025-91-0217,2493.239167,5,6,7,3,29,9,9.69,11,Standard,772.83,24.44866437,29.66666667,Yes,70.19507834,44.62605978,High_spent_Large_value_payments,374.5027785
CUS_0x5e0d,654-95-0851,3288.3075,5,2,3,4,6,5,2.42,0,Good,565.02,25.34654538,25.75,No,117.8403031,44.2302992,High_spent_Medium_value_payments,416.7601477
CUS_0x55c6,987-22-2665,5196.85,10,10,30,9,49,15,9.67,12,Bad,2955.49,25.34709044,6.083333333,Yes,291.4530052,160.8975501,High_spent_Medium_value_payments,317.3344447
CUS_0x5eae,332-71-6850,9114.102944,1,5,9,2,5,3,6.38,1,Good,1107.42,25.01406705,24.41666667,No,121.5667417,382.2443884,High_spent_Medium_value_payments,713.1808699
CUS_0x6cd2,863-39-0169,1991.9125,4,5,11,4,3,16,17.74,3.285714286,Standard,141.14,39.52968725,31.25,Yes,64.30119007,74.1316099,High_spent_Medium_value_payments,310.75845
CUS_0x17e0,739-05-3714,1403.876667,9,8,33,8,31,21,28.48,6,Bad,4457.6,35.96064611,7.166666667,Yes,89.36053069,50.6776104,High_spent_Medium_value_payments,250.3495256
CUS_0x36a1,286-88-7128,1730.247083,0,4,11,0,14,10,4.18,0,Good,498.81,37.60068418,29.08333333,No,0,127.846322,Low_spent_Small_value_payments,335.1783864
CUS_0x1d08,075-72-5423,6348.035,5,3,6,2,22,21,4.61,0,Standard,1055.14,31.47063976,27.16666667,No,109.8246394,254.1720815,Low_spent_Medium_value_payments,550.806779
CUS_0xa260,645-88-6941,2752.149167,3,5,9,3,19,10,8.38,3,Standard,953.68,28.92839271,19.91666667,No,81.98813542,32.08798412,High_spent_Medium_value_payments,411.1387971
CUS_0x700f,197-74-0612,5885.676667,5,1,12,4,3,5,2.71,4,Good,1141.3,38.37168615,21.16666667,No,208.4931918,126.3877343,High_spent_Large_value_payments,493.6867405
CUS_0x66d,440-37-0746,7164.361667,1,5,1,3,5,1,2.32,1,Good,270.42,31.08151082,23.66666667,No,172.0550118,291.3290737,High_spent_Small_value_payments,513.0520812
CUS_0x20b8,187-58-8843,1371.185417,5,7,10,1,19,7,0.96,3,Good,797.12,34.78867208,29.33333333,No,9.304233815,69.24787659,High_spent_Small_value_payments,318.5664313
CUS_0x2513,470-35-3931,11107.23667,5,4,8,0,31,0,10.07,0,Standard,647.15,41.49176908,22.08333333,No,0,192.6549613,High_spent_Large_value_payments,1168.068705
CUS_0x2950,310-49-5321,2629.466667,0,3,5,1,4,6,2.5,1,Good,1340.52,25.9518736,32.75,No,17.07939378,158.7915833,High_spent_Small_value_payments,347.0756895
CUS_0xc187,112-67-0429,1476.953333,5,5,28,7,33,10,14.56,8,Standard,1639.82,30.75774532,13.08333333,Yes,63.9858289,133.8795737,Low_spent_Small_value_payments,219.8299307
CUS_0xbd9b,#F%$D@*&8,618.4895833,3,6,34,7,21,0,13.36,6,Standard,1287.97,36.65813484,18.83333333,Yes,56.94747399,0,High_spent_Large_value_payments,238.9407419
CUS_0x7dab,745-71-9769,1770.714167,10,10,29,5,53,20,23.91,11,Bad,4440.42,30.39540415,1.083333333,Yes,56.51776994,132.987024,Low_spent_Small_value_payments,277.5666227
CUS_0x42db,671-61-1523,6044.505,5,3,12,2,24,13,8.23,8,Standard,148.52,29.22604308,8.75,Yes,78.48455053,210.4092676,High_spent_Large_value_payments,585.5566819
CUS_0xa4b6,571-19-8151,3866.785,9,8,30,3,21,20,2.61,11,Bad,1868.46,23.34687106,9.916666667,Yes,113.6499505,161.3024918,Low_spent_Large_value_payments,202.556454
CUS_0x2005,671-03-2737,1571.96625,7,7,16,0,13,14,18.53,2,Standard,486.79,40.08301503,25.66666667,Yes,0,153.3659279,Low_spent_Small_value_payments,293.8306971
CUS_0x80d7,#F%$D@*&8,1917.0875,3,6,10,6,23,15,19.86,11,Standard,731.24,28.9765616,17,Yes,77.11008866,228.1436298,Low_spent_Small_value_payments,176.4550316
CUS_0x8f9e,941-98-1752,1653.198333,1,7,11,4,4,4,3.45,1,Good,622.66,36.11064477,31.75,No,44.63949382,39.40966189,Low_spent_Large_value_payments,351.2706776
CUS_0x56a9,628-92-2669,2035.0275,4,4,13,4,13,17,8.26,8,Standard,1437.79,26.76135502,7.916666667,Yes,45.43167275,103.0699794,Low_spent_Small_value_payments,345.0010978
CUS_0x77ad,634-33-9227,2490.59,3,7,9,3,26,14,9.07,1,Standard,397.04,37.55122916,29.08333333,Yes,41.09867409,120.8816908,Low_spent_Small_value_payments,377.0786351
CUS_0x350e,186-74-1693,8961.205,1,2,10,1,11,1,5.38,2,Good,386.42,33.46814418,23.16666667,No,47.7899986,302.508044,Low_spent_Large_value_payments,815.8224574
CUS_0x981a,201-19-1306,3449.821667,0,2,1,2,0,13,1.69,3,Good,306.03,34.87709176,17.83333333,No,50.407684,45.88460667,High_spent_Large_value_payments,488.689876
CUS_0xa60e,070-17-5614,11379.33,0,3,11,3,2,7,0.95,4,Good,1370.19,29.01279761,22.08333333,No,276.8366335,887.1608282,Low_spent_Medium_value_payments,253.9355384
CUS_0x9403,#F%$D@*&8,6927.71,3,5,6,1,22,18,18.06,7,Standard,966.79,33.53150023,19.16666667,Yes,55.1214526,485.7658969,Low_spent_Medium_value_payments,431.8836505
CUS_0xaaf8,181-79-7057,6405.0875,7,3,18,4,6,15,5.72,3,Standard,1052.29,37.21727134,25.91666667,No,188.6998751,127.8895934,High_spent_Medium_value_payments,573.9192815
CUS_0x8f8f,437-93-6445,8403.653333,7,5,13,2,14,10,11.66,8,Standard,1473.68,30.02229306,32.08333333,Yes,113.5430522,428.7870576,High_spent_Medium_value_payments,687.9432186
CUS_0x4b5a,#F%$D@*&8,2271.214167,4,4,8,2,15,8,6.12,1.428571429,Standard,213.33,37.64884239,25,No,29.79043267,204.7422792,Low_spent_Small_value_payments,282.5887048
CUS_0x8291,765-14-8559,2664.193333,8,8,30,5,25,18,15.72,9,Bad,4070.33,38.64740859,1.25,Yes,119.9600422,133.4318707,Low_spent_Small_value_payments,303.0274205
CUS_0x4c89,978-02-8757,5247.79,6,7,30,5,32,22,0.85,11,Bad,1584.95,39.53698511,19.91666667,Yes,134.0102882,231.6847699,High_spent_Small_value_payments,419.0839419
CUS_0x1cc0,957-41-7466,7924.47,5,3,2,4,5,2,7.74,1,Good,722.48,37.58628652,24.83333333,No,203.6611796,719.7830076,Low_spent_Large_value_payments,139.0028127
CUS_0x2ed7,852-79-9264,4528.0775,8,10,27,6,19,18,13.31,7,Bad,1364.03,39.29815487,15.75,Yes,251.8964338,286.0655492,High_spent_Small_value_payments,174.845767
CUS_0x8c47,152-64-4162,10873.32,1,7,8,4,19,5,6.98,0,Good,1245.58,27.19265299,18.75,No,225.920391,190.2103648,High_spent_Small_value_payments,931.2012442
CUS_0x33da,911-49-3124,3035.061667,6,7,13,2,21,15,12.25,8,Standard,1036.03,24.94718541,25.75,Yes,34.63006425,188.5160682,Low_spent_Large_value_payments,350.3600342
CUS_0x5d24,624-33-5512,1950.146667,3,2,11,3,3,12,3.65,2,Good,1362.09,37.89127522,23.91666667,No,29.22649302,212.7574753,Low_spent_Small_value_payments,243.0306983
CUS_0x3768,660-09-8802,1293.795833,8,7,4,0,8,19,5.07,6,Good,1321.23,34.7014534,15.41666667,No,0,60.99724556,Low_spent_Small_value_payments,358.3823378
CUS_0xa0ea,961-44-0305,6872.15,8,7,27,9,30,0,20.55,9,Bad,4092.06,32.21478164,10.16666667,Yes,317.9919727,123.1570854,High_spent_Large_value_payments,486.0659419
CUS_0x6c2a,093-93-0051,8460.53,3,5,18,2,22,14,18.28,5,Standard,76.07,26.42253303,14.08333333,Yes,131.6009493,132.6235516,High_spent_Large_value_payments,821.8284991
